id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__OLB8	g__OLB8	7.72934889678975	g__OLB8	0.6587	yellow	0.249	0.176	0.444	0.119	0.156	-0.101	-0.165	0.0575	-0.228	-0.0686
g__Paralia	g__Paralia	5.49388946898754	g__Paralia	0.5461	yellow	0.497	0.5	0.286	0.266	0.191	-0.31	-0.302	0.291	-0.439	-0.0367
g__Penicilliopsis	g__Penicilliopsis	0.815514562919088	g__Penicilliopsis	0.296	yellow	0.45	0.112	0.13	0.13	0.238	-0.204	-0.177	0.0794	-0.159	-0.0488
g__Phytophthora	g__Phytophthora	1.71554187466986	g__Phytophthora	0.4699	yellow	0.339	-0.0953	0.317	0.0334	-0.0519	-0.0818	-0.128	-0.116	0.0149	-0.21
g__Pir2_lineage	g__Pir2_lineage	48.5203724239453	g__Pir2_lineage	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Pir4_lineage	g__Pir4_lineage	48.5203724239453	g__Pir4_lineage	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Pirellula	g__Pirellula	0.30732843482905203	g__Pirellula	0.3872	yellow	0.399	0.115	0.21	0.1	0.0953	-0.187	-0.303	0.115	-0.187	-0.129
g__Planopodium	g__Planopodium	4.52290094249443	g__Planopodium	0.438	yellow	0.37	0.612	0.233	0.226	0.115	-0.338	-0.278	0.187	-0.499	0.0061
g__Plasticicumulans	g__Plasticicumulans	9.31050522971378	g__Plasticicumulans	0.7052	yellow	0.29	0.178	0.46	0.0918	0.134	-0.122	-0.126	-0.0098	-0.0798	-0.0536
g__Pleurocapsa_PCC-7319	g__Pleurocapsa_PCC-7319	1.58119044478124	g__Pleurocapsa_PCC-7319	0.4899	yellow	0.0849	-0.0718	-0.0474	-0.111	0.0192	0.0072	0.0035	-0.0832	0.0835	-0.053
g__Polymorphobacter	g__Polymorphobacter	10.742321661050598	g__Polymorphobacter	0.7749	yellow	0.309	0.18	0.464	0.0856	0.163	-0.195	-0.153	0.0246	-0.0697	-0.0593
g__possible_genus_03	g__possible_genus_03	48.5203724239453	g__possible_genus_03	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Propionispira	g__Propionispira	0.9507033445785071	g__Propionispira	0.4727	yellow	-0.0164	-0.146	0.236	-0.16	-0.032	0.01	0.101	-0.152	0.159	-0.0658
g__Prosthecomicrobium	g__Prosthecomicrobium	3.18946939863044	g__Prosthecomicrobium	0.6263	yellow	0.209	0.223	-0.0047	-0.0483	0.0654	-0.197	-0.225	0.0917	-0.14	0.123
g__Pseudonocardia	g__Pseudonocardia	1.35169400881276	g__Pseudonocardia	0.4	yellow	0.481	0.239	0.174	0.532	0.593	-0.222	-0.151	0.226	-0.105	0.169
g__Pseudopedinella	g__Pseudopedinella	4.61433691284556	g__Pseudopedinella	0.4354	yellow	0.359	0.575	0.216	0.152	0.0961	-0.367	-0.258	0.184	-0.478	-0.0225
g__Pseudophycodrys	g__Pseudophycodrys	5.55429634448491	g__Pseudophycodrys	0.4771	yellow	0.432	0.665	0.235	0.287	0.231	-0.405	-0.255	0.305	-0.54	0.0468
g__Puia	g__Puia	1.77620447386818	g__Puia	0.5026	yellow	0.486	0.206	0.262	0.406	0.348	-0.218	-0.263	0.191	-0.124	0.0473
g__RBG-16-49-21	g__RBG-16-49-21	2.3756132176453195	g__RBG-16-49-21	0.5511	yellow	0.172	0.0371	-0.0675	0.232	0.483	-0.0186	0.0863	0.0618	-0.0304	0.0893
g__Rhizosolenia	g__Rhizosolenia	4.64507170496431	g__Rhizosolenia	0.4364	yellow	0.421	0.601	0.229	0.27	0.15	-0.41	-0.281	0.272	-0.487	-0.0255
g__Rhodanobacter	g__Rhodanobacter	4.58782136665034	g__Rhodanobacter	0.4829	yellow	0.619	0.314	0.206	0.549	0.626	-0.372	-0.234	0.309	-0.204	0.145
g__Rubritepida	g__Rubritepida	48.5203724239453	g__Rubritepida	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Sarsia	g__Sarsia	0.822619939717838	g__Sarsia	0.4628	yellow	0.312	0.105	-0.0813	0.0377	0.131	-0.162	-0.0969	-0.0065	-0.0622	-0.0848
g__Sedimentibacter	g__Sedimentibacter	48.5203724239453	g__Sedimentibacter	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Skermanella	g__Skermanella	8.78899876919758	g__Skermanella	0.6934	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Solirubrobacter	g__Solirubrobacter	6.00145214228207	g__Solirubrobacter	0.6416	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Spirochaeta	g__Spirochaeta	9.25084033572349	g__Spirochaeta	0.7205	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Sporobacter	g__Sporobacter	48.5203724239453	g__Sporobacter	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Staphylococcus	g__Staphylococcus	6.674491854908591	g__Staphylococcus	0.7578	yellow	0.455	0.285	0.19	0.125	0.213	-0.0936	-0.101	0.0545	-0.155	-0.0601
g__Stauromenia	g__Stauromenia	48.5203724239453	g__Stauromenia	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Sva0996_marine_group	g__Sva0996_marine_group	48.5203724239453	g__Sva0996_marine_group	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Symphyocladiella	g__Symphyocladiella	3.36027931879927	g__Symphyocladiella	0.4461	yellow	0.321	0.59	0.234	0.219	0.166	-0.305	-0.203	0.164	-0.423	0.139
g__Syntrophorhabdus	g__Syntrophorhabdus	6.42476116667377	g__Syntrophorhabdus	0.714	yellow	0.324	0.153	-0.0541	0.182	0.254	-0.231	-0.167	0.207	-0.0837	0.0851
g__Tabrizicola	g__Tabrizicola	0.19693350429248496	g__Tabrizicola	0.3242	yellow	0.202	0.0368	0.194	0.0688	0.183	-0.19	-0.105	0.0063	-0.0199	-0.114
g__Taenioma	g__Taenioma	6.46027822029871	g__Taenioma	0.6249	yellow	0.394	0.2	0.329	0.0793	0.132	-0.172	-0.142	0.0123	-0.0862	-0.034
g__Thioclava	g__Thioclava	9.67303986835607	g__Thioclava	0.7362	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Treponema	g__Treponema	17.0688426788034	g__Treponema	0.7894	yellow	0.141	0.021	-0.0421	-0.0574	0.0948	-0.0666	-0.0606	-0.0159	0.0085	-0.0042
g__Tumebacillus	g__Tumebacillus	48.5203724239453	g__Tumebacillus	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Velella	g__Velella	4.20278410987568	g__Velella	0.6128	yellow	0.0557	-0.0352	-0.0542	-0.0979	-0.0013	0.0337	0.032	-0.0901	0.0358	-0.0841
g__Verrucomicrobium	g__Verrucomicrobium	13.539253811003098	g__Verrucomicrobium	0.7539	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Zavarzinella	g__Zavarzinella	48.5203724239453	g__Zavarzinella	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
s__Apogon_semilineatus	s__Apogon_semilineatus	3.4530154897745495	s__Apogon_semilineatus	0.4516	yellow	0.308	0.102	-0.0597	-0.0165	0.0599	-0.182	-0.175	0.116	-0.242	-0.101
s__Barbatula_barbatula	s__Barbatula_barbatula	4.21957019398044	s__Barbatula_barbatula	0.6551	yellow	0.329	0.167	0.563	0.0457	0.12	-0.211	-0.288	0.0086	-0.0941	-0.054
s__Barbatula_nuda	s__Barbatula_nuda	2.7291302228077	s__Barbatula_nuda	0.5972	yellow	0.364	0.162	0.357	0.0923	0.148	-0.15	-0.275	0.0073	-0.0751	-0.0481
s__Barbatula_toni	s__Barbatula_toni	4.53793607946474	s__Barbatula_toni	0.5806	yellow	0.544	0.257	0.349	0.229	0.28	-0.272	-0.325	0.134	-0.218	-0.0398
s__Carassius_cuvieri	s__Carassius_cuvieri	9.10874135656038	s__Carassius_cuvieri	0.7256	yellow	0.255	0.154	0.445	0.102	0.224	-0.185	-0.138	0.0341	-0.0819	-0.0592
s__Carassius_langsdorfii	s__Carassius_langsdorfii	9.91773239502975	s__Carassius_langsdorfii	0.8084	yellow	0.474	0.198	0.139	0.0656	0.196	-0.257	-0.217	0.0778	-0.137	-0.0606
s__Chanodichthys_ilishaeformis	s__Chanodichthys_ilishaeformis	2.36660713977951	s__Chanodichthys_ilishaeformis	0.4105	yellow	0.549	0.29	0.203	0.363	0.385	-0.316	-0.257	0.208	-0.0826	0.0989
s__Cottus_poecilopus	s__Cottus_poecilopus	4.16943706390239	s__Cottus_poecilopus	0.5293	yellow	0.314	0.107	-0.0606	-0.0312	0.059	-0.189	-0.188	0.114	-0.239	-0.0866
s__Misgurnus_anguillicaudatus	s__Misgurnus_anguillicaudatus	4.15791200262978	s__Misgurnus_anguillicaudatus	0.4689	yellow	0.455	0.201	0.232	0.139	0.235	-0.275	-0.163	0.126	-0.208	-0.103
s__Misgurnus_mizolepis	s__Misgurnus_mizolepis	6.360839196734981	s__Misgurnus_mizolepis	0.532	yellow	0.278	0.192	0.691	0.0793	0.164	-0.23	-0.216	0.0414	-0.124	-0.066
s__Onychostoma_simum	s__Onychostoma_simum	1.67593926367721	s__Onychostoma_simum	0.3887	yellow	0.393	0.302	0.126	0.265	0.291	-0.225	-0.107	0.141	-0.101	0.216
s__Phoxinus_steindachneri	s__Phoxinus_steindachneri	0.8546151593192359	s__Phoxinus_steindachneri	0.4203	yellow	0.511	0.19	-0.0823	0.206	0.297	-0.219	-0.158	0.0853	-0.0752	-0.0264
s__Pseudorasbora_parva	s__Pseudorasbora_parva	1.0288542288132398	s__Pseudorasbora_parva	0.3323	yellow	0.239	-0.0862	0.387	-0.0296	-0.066	0.0274	-0.0999	-0.174	0.0058	-0.192
s__Pterois_volitans	s__Pterois_volitans	4.01100410931679	s__Pterois_volitans	0.5133	yellow	0.331	0.126	0.0463	-0.0091	0.0901	-0.214	-0.212	0.125	-0.265	-0.0993
s__Rhynchocypris_lagowskii	s__Rhynchocypris_lagowskii	2.80283366640365	s__Rhynchocypris_lagowskii	0.3744	yellow	0.641	0.305	0.0898	0.469	0.456	-0.462	-0.309	0.375	-0.233	0.0644
s__Schizothorax_oconnori	s__Schizothorax_oconnori	0.6696703025454499	s__Schizothorax_oconnori	0.3594	yellow	0.177	-0.128	0.114	-0.0654	0.0138	-0.043	-0.0471	-0.19	0.0501	-0.201
s__Setipinna_tenuifilis	s__Setipinna_tenuifilis	4.27993310723895	s__Setipinna_tenuifilis	0.4896	yellow	0.377	0.192	0.195	0.0963	0.0618	-0.0777	-0.102	0.0114	-0.134	-0.0264
s__Sinibotia_pulchra	s__Sinibotia_pulchra	3.7295630152373396	s__Sinibotia_pulchra	0.4869	yellow	0.336	0.12	0.0015	-0.025	0.0589	-0.216	-0.208	0.125	-0.252	-0.0983
s__Siniperca_obscura	s__Siniperca_obscura	0.47008650483303294	s__Siniperca_obscura	0.4509	yellow	0.17	-0.0018	0.0671	0.0265	0.198	-0.0863	0.0423	0.0693	0.182	0.225
s__Trachinotus_carolinus	s__Trachinotus_carolinus	3.41649610693294	s__Trachinotus_carolinus	0.3904	yellow	0.182	0.167	0.819	0.0534	0.124	-0.201	-0.2	-0.0008	-0.0561	-0.0465
